Time,yaw,pitch,roll,acx,acy,acz,gyx,gyy,gyz,mgx,mgy,mgz,ayaw,apitch,aroll,,sys,g,a,m,delete1,delete2,delete3,time
0:00:00.018,270.19,-0.44,-1.44,-0.06,0.22,9.72,0.19,0.37,0.19,22.06,0.69,25.87,270.52,-0.73,-1.26,,3,3,3,3,0,0,0.018,0.018
0:00:00.018,270.19,-0.44,-1.44,-0.19,0.21,9.73,0.12,0.5,0.19,22.06,0,25.87,270.51,-0.74,-1.25,,3,3,3,3,0,0,0.018,0.018
0:00:00.018,270.19,-0.44,-1.44,-0.12,0.23,9.71,-0.06,0.37,0.19,22.06,0,25.87,270.5,-0.75,-1.24,,3,3,3,3,0,0,0.018,0.018
0:00:00.018,270.19,-0.44,-1.44,-0.15,0.19,9.7,-0.06,-0.06,0.06,21.37,0.69,26.25,270.5,-0.75,-1.24,,3,3,3,3,0,0,0.018,0.018
0:00:00.018,270.19,-0.44,-1.44,-0.17,0.2,9.66,0.12,0,0,21.37,0.69,26.25,270.5,-0.75,-1.24,,3,3,3,3,0,0,0.018,0.018
0:00:00.018,270.19,-0.44,-1.44,-0.15,0.24,9.73,0,-0.12,0,20.56,0.25,25.87,270.49,-0.76,-1.23,,3,3,3,3,0,0,0.018,0.018
0:00:00.018,270.19,-0.44,-1.44,-0.15,0.24,9.68,0.19,-0.44,-0.06,20.56,0.25,25.87,270.49,-0.75,-1.23,,3,3,3,3,0,0,0.018,0.018
0:00:00.018,270.19,-0.44,-1.44,-0.1,0.24,9.73,-0.06,-0.37,0,21.69,1.5,26.69,270.49,-0.75,-1.24,,3,3,3,3,0,0,0.018,0.018
0:00:00.018,270.19,-0.44,-1.44,-0.09,0.2,9.72,0.06,-0.12,0,21.69,1.5,26.69,270.5,-0.74,-1.25,,3,3,3,3,0,0,0.018,0.018
0:00:00.018,270.19,-0.44,-1.44,-0.11,0.23,9.71,0.19,0.12,0.06,21,1.06,26.69,270.5,-0.74,-1.26,,3,3,3,3,0,0,0.018,0.018
0:00:00.137,270.19,-0.44,-1.44,-0.18,0.22,9.72,0.12,-0.31,0.06,21,1.06,26.69,270.5,-0.75,-1.26,,3,3,3,3,0,0,0.137,0.137
0:00:00.137,270.19,-0.44,-1.44,-0.03,0.24,9.73,0.06,-0.63,-0.06,21.37,0.69,26.25,270.5,-0.73,-1.27,,3,3,3,3,0,0,0.137,0.137
0:00:00.137,270.19,-0.44,-1.44,-0.18,0.2,9.74,0,-0.75,-0.06,21.37,0.69,26.25,270.5,-0.73,-1.26,,3,3,3,3,0,0,0.137,0.137
0:00:00.137,270.19,-0.44,-1.44,-0.15,0.21,9.72,0.19,-0.88,-0.25,22.06,1.75,25.5,270.52,-0.72,-1.28,,3,3,3,3,0,0,0.137,0.137
0:00:00.137,270.19,-0.37,-1.44,-0.04,0.17,9.73,0.06,-1.31,-0.19,22.06,1.75,25.5,270.53,-0.7,-1.28,,3,3,3,3,0,0,0.137,0.137
0:00:00.259,270.19,-0.31,-1.44,-0.25,0.22,9.76,-0.25,-2.31,-0.19,21.37,0,26.69,270.52,-0.69,-1.27,,3,3,3,3,0,0,0.259,0.259
0:00:00.259,270.19,-0.31,-1.44,-0.12,0.16,9.7,0.12,-2.44,-0.5,21.37,0,26.69,270.52,-0.67,-1.25,,3,3,3,3,0,0,0.259,0.259
0:00:00.259,270.19,-0.25,-1.44,0.05,0.19,9.68,-0.12,-1.81,-0.37,21.69,1.06,26.25,270.52,-0.63,-1.25,,3,3,3,3,0,0,0.259,0.259
0:00:00.259,270.19,-0.19,-1.44,0.11,0.18,9.67,0.19,-0.06,0.25,21.69,1.06,26.25,270.52,-0.61,-1.26,,3,3,3,3,0,0,0.259,0.259
0:00:00.259,270.19,-0.19,-1.44,-0.15,0.23,9.75,0,0.25,0.12,21.69,0.69,26.69,270.52,-0.62,-1.26,,3,3,3,3,0,0,0.259,0.259
0:00:00.368,270.19,-0.19,-1.44,-0.16,0.19,9.71,-0.12,-0.19,-0.06,21.69,0.69,26.69,270.52,-0.62,-1.25,,3,3,3,3,0,0,0.368,0.368
0:00:00.368,270.19,-0.19,-1.44,0.02,0.21,9.73,0,-0.12,0,21.69,0.69,26.25,270.52,-0.61,-1.25,,3,3,3,3,0,0,0.368,0.368
0:00:00.368,270.19,-0.19,-1.44,0.01,0.22,9.7,0.12,0.44,0.12,21.69,0.69,26.25,270.52,-0.6,-1.25,,3,3,3,3,0,0,0.368,0.368
0:00:00.368,270.19,-0.19,-1.44,-0.21,0.23,9.7,0,0.12,0.19,21.37,0,25.5,270.51,-0.61,-1.24,,3,3,3,3,0,0,0.368,0.368
0:00:00.476,270.19,-0.19,-1.44,-0.07,0.2,9.74,0,-0.5,-0.12,21.37,0,25.5,270.5,-0.6,-1.23,,3,3,3,3,0,0,0.476,0.476
0:00:00.476,270.19,-0.19,-1.44,0.01,0.2,9.73,0.19,-0.06,0.19,21.37,1.5,25.06,270.51,-0.59,-1.24,,3,3,3,3,0,0,0.476,0.476
0:00:00.476,270.19,-0.19,-1.44,-0.09,0.21,9.71,0,0.19,0.12,21.37,1.5,25.06,270.51,-0.59,-1.25,,3,3,3,3,0,0,0.476,0.476
0:00:00.476,270.19,-0.19,-1.44,-0.12,0.21,9.71,0.25,-0.5,0,21.37,0.69,25.87,270.51,-0.59,-1.25,,3,3,3,3,0,0,0.476,0.476
0:00:00.476,270.19,-0.19,-1.44,0.02,0.25,9.72,0.06,-0.06,-0.12,21.37,0.69,25.87,270.51,-0.58,-1.26,,3,3,3,3,0,0,0.476,0.476
0:00:00.573,270.19,-0.19,-1.44,-0.13,0.21,9.71,0.19,0.25,0.06,21.69,1.5,25.06,270.52,-0.58,-1.27,,3,3,3,3,0,0,0.573,0.573
0:00:00.573,270.19,-0.19,-1.44,-0.22,0.21,9.73,0,-0.25,0.06,21.69,1.5,25.06,270.52,-0.59,-1.27,,3,3,3,3,0,0,0.573,0.573
0:00:00.573,270.19,-0.19,-1.44,-0.03,0.2,9.72,-0.06,-0.5,-0.25,21.37,1.06,26.69,270.53,-0.58,-1.27,,3,3,3,3,0,0,0.573,0.573
0:00:00.573,270.19,-0.19,-1.44,0.02,0.22,9.72,0,0.19,0.12,21.37,1.06,26.69,270.53,-0.57,-1.28,,3,3,3,3,0,0,0.573,0.573
0:00:00.694,270.19,-0.19,-1.44,-0.19,0.21,9.71,0.19,0.25,0.06,21.37,1.06,26.25,270.53,-0.58,-1.28,,3,3,3,3,0,0,0.694,0.694
0:00:00.694,270.19,-0.19,-1.44,-0.15,0.21,9.69,0.06,-0.31,-0.06,21.37,1.06,26.25,270.54,-0.58,-1.29,,3,3,3,3,0,0,0.694,0.694
0:00:00.694,270.19,-0.19,-1.44,0.02,0.22,9.73,0.06,-0.12,0,21,0.25,26.69,270.53,-0.57,-1.28,,3,3,3,3,0,0,0.694,0.694
0:00:00.694,270.19,-0.19,-1.44,-0.08,0.21,9.71,0,0.31,0.25,21,0.25,26.69,270.52,-0.57,-1.27,,3,3,3,3,0,0,0.694,0.694
0:00:00.803,270.19,-0.19,-1.44,-0.17,0.21,9.74,0.12,0.12,0.06,22.06,0.69,25.06,270.52,-0.58,-1.27,,3,3,3,3,0,0,0.803,0.803
0:00:00.803,270.19,-0.19,-1.44,-0.07,0.19,9.73,-0.06,-0.44,-0.12,22.06,0.69,25.06,270.52,-0.57,-1.27,,3,3,3,3,0,0,0.803,0.803
0:00:00.803,270.19,-0.19,-1.44,-0.01,0.23,9.71,0.06,0.06,0.06,21.69,2.06,25.87,270.53,-0.56,-1.28,,3,3,3,3,0,0,0.803,0.803
0:00:00.803,270.19,-0.19,-1.44,-0.12,0.2,9.72,0.12,0.12,0.06,21.69,2.06,25.87,270.54,-0.57,-1.3,,3,3,3,3,0,0,0.803,0.803
0:00:00.803,270.19,-0.19,-1.44,-0.12,0.21,9.71,0.12,-0.19,0,21.69,0.69,25.5,270.54,-0.57,-1.29,,3,3,3,3,0,0,0.803,0.803
0:00:00.911,270.19,-0.19,-1.44,0,0.21,9.73,0.06,0,-0.06,21.69,0.69,25.5,270.54,-0.56,-1.29,,3,3,3,3,0,0,0.911,0.911
0:00:00.911,270.19,-0.19,-1.44,-0.09,0.21,9.69,0.12,0.25,0.06,22.5,1.06,27.06,270.54,-0.56,-1.3,,3,3,3,3,0,0,0.911,0.911
0:00:00.911,270.19,-0.19,-1.44,-0.16,0.19,9.73,0,-0.06,-0.12,22.5,1.06,27.06,270.55,-0.57,-1.3,,3,3,3,3,0,0,0.911,0.911
0:00:00.911,270.19,-0.19,-1.44,-0.03,0.2,9.74,0.06,-0.37,-0.06,21.69,1.5,27.06,270.55,-0.56,-1.3,,3,3,3,3,0,0,0.911,0.911
0:00:01.013,270.19,-0.19,-1.44,0.01,0.22,9.71,0,0.19,0.25,21.69,1.5,27.06,270.56,-0.55,-1.31,,3,3,3,3,0,0,1.013,1.013
0:00:01.013,270.19,-0.19,-1.44,-0.16,0.21,9.68,0.06,0.19,0.12,22.06,0.25,25.5,270.55,-0.56,-1.3,,3,3,3,3,0,0,1.013,1.013
0:00:01.013,270.19,-0.19,-1.44,-0.15,0.21,9.73,0,-0.25,0,22.06,0.25,25.5,270.55,-0.56,-1.3,,3,3,3,3,0,0,1.013,1.013
0:00:01.013,270.19,-0.19,-1.44,0,0.22,9.73,0.12,-0.12,-0.12,21.37,1.06,25.06,270.55,-0.55,-1.3,,3,3,3,3,0,0,1.013,1.013
0:00:01.126,270.19,-0.19,-1.44,-0.08,0.22,9.73,0,0.44,0.12,21.37,1.06,25.06,270.55,-0.55,-1.3,,3,3,3,3,0,0,1.126,1.126
0:00:01.126,270.19,-0.19,-1.44,-0.16,0.23,9.73,-0.06,0,0,22.06,0.69,27.5,270.55,-0.56,-1.3,,3,3,3,3,0,0,1.126,1.126
0:00:01.126,270.19,-0.19,-1.44,-0.07,0.22,9.69,-0.12,-0.31,-0.19,22.06,0.69,27.5,270.55,-0.55,-1.3,,3,3,3,3,0,0,1.126,1.126
0:00:01.126,270.19,-0.19,-1.44,-0.01,0.21,9.74,0.06,0,-0.06,21.37,0.25,25.5,270.55,-0.54,-1.29,,3,3,3,3,0,0,1.126,1.126
0:00:01.126,270.19,-0.19,-1.44,-0.15,0.2,9.73,-0.06,0.12,-0.06,21.37,0.25,25.5,270.54,-0.55,-1.28,,3,3,3,3,0,0,1.126,1.126
0:00:01.234,270.19,-0.19,-1.44,-0.08,0.2,9.72,-0.06,-0.25,-0.12,22.06,0.25,25.06,270.54,-0.55,-1.27,,3,3,3,3,0,0,1.234,1.234
0:00:01.234,270.19,-0.19,-1.44,-0.01,0.21,9.74,0.12,-0.31,-0.19,22.06,0.25,25.06,270.53,-0.54,-1.27,,3,3,3,3,0,0,1.234,1.234
0:00:01.234,270.19,-0.19,-1.44,-0.11,0.21,9.71,0.06,0.31,0.19,21.69,0.69,25.5,270.53,-0.54,-1.27,,3,3,3,3,0,0,1.234,1.234
0:00:01.234,270.19,-0.19,-1.44,-0.15,0.22,9.72,0,-0.12,-0.12,21.69,0.69,25.5,270.53,-0.55,-1.27,,3,3,3,3,0,0,1.234,1.234
0:00:01.343,270.19,-0.19,-1.44,-0.05,0.2,9.7,0.06,-0.19,0,21,1.06,26.69,270.53,-0.54,-1.27,,3,3,3,3,0,0,1.343,1.343
0:00:01.343,270.19,-0.19,-1.44,-0.03,0.23,9.74,0.12,0.12,0.06,21,1.06,26.69,270.54,-0.53,-1.28,,3,3,3,3,0,0,1.343,1.343
0:00:01.343,270.19,-0.19,-1.44,-0.16,0.22,9.73,-0.12,0.19,-0.06,22.06,0.25,26.25,270.53,-0.54,-1.27,,3,3,3,3,0,0,1.343,1.343
0:00:01.343,270.19,-0.19,-1.44,-0.07,0.2,9.74,0,-0.31,0,22.06,0.25,26.25,270.52,-0.54,-1.26,,3,3,3,3,0,0,1.343,1.343
0:00:01.450,270.19,-0.19,-1.44,0.22,0.31,9.74,0.06,-0.44,-0.12,21.69,0.25,25.87,270.52,-0.5,-1.26,,3,3,3,3,0,0,1.45,1.45
0:00:01.450,270.19,-0.19,-1.44,-0.13,0.29,9.75,-0.12,0.44,0.25,21.69,0.25,25.87,270.51,-0.51,-1.27,,3,3,3,3,0,0,1.45,1.45
0:00:01.450,270.19,-0.19,-1.44,-0.19,0.26,9.7,0,0.25,-0.12,22.5,0.25,25.87,270.51,-0.52,-1.26,,3,3,3,3,0,0,1.45,1.45
0:00:01.450,270.19,-0.19,-1.44,-0.05,0.2,9.67,-0.06,0,-0.19,22.5,0.25,25.87,270.5,-0.52,-1.26,,3,3,3,3,0,0,1.45,1.45
0:00:01.450,270.19,-0.19,-1.44,-0.08,0.25,9.74,0.06,0.31,-0.12,21.37,0.25,25.87,270.5,-0.52,-1.25,,3,3,3,3,0,0,1.45,1.45
0:00:01.560,270.19,-0.19,-1.44,-0.06,0.18,9.66,-0.12,0,0,21.37,0.25,25.87,270.5,-0.52,-1.24,,3,3,3,3,0,0,1.56,1.56
0:00:01.560,270.19,-0.19,-1.44,-0.1,0.22,9.73,0.06,-0.19,-0.06,21.37,0.69,25.06,270.5,-0.52,-1.24,,3,3,3,3,0,0,1.56,1.56
0:00:01.560,270.19,-0.19,-1.44,0,0.2,9.72,0,-0.06,0,21.37,0.69,25.06,270.49,-0.51,-1.24,,3,3,3,3,0,0,1.56,1.56
0:00:01.560,270.19,-0.19,-1.44,-0.11,0.21,9.72,0,0.25,0.06,22.06,1.06,25.5,270.5,-0.51,-1.25,,3,3,3,3,0,0,1.56,1.56
0:00:01.668,270.19,-0.19,-1.44,-0.18,0.2,9.7,0,-0.25,0,22.06,1.06,25.5,270.5,-0.52,-1.25,,3,3,3,3,0,0,1.668,1.668
0:00:01.668,270.19,-0.19,-1.44,0.03,0.2,9.68,0.06,-0.25,-0.12,20.56,0.25,26.25,270.5,-0.5,-1.24,,3,3,3,3,0,0,1.668,1.668
0:00:01.668,270.19,-0.19,-1.44,-0.01,0.19,9.71,0.06,0.06,0,20.56,0.25,26.25,270.49,-0.49,-1.23,,3,3,3,3,0,0,1.668,1.668
0:00:01.668,270.19,-0.19,-1.44,-0.15,0.19,9.71,0,0.12,0.06,21.69,1.06,27.5,270.49,-0.5,-1.23,,3,3,3,3,0,0,1.668,1.668
0:00:01.777,270.19,-0.19,-1.44,-0.08,0.2,9.72,0.19,-0.12,-0.06,21.69,1.06,27.5,270.5,-0.5,-1.24,,3,3,3,3,0,0,1.777,1.777
0:00:01.777,270.19,-0.19,-1.44,-0.02,0.21,9.75,0,-0.19,-0.06,21.69,0,26.69,270.49,-0.49,-1.23,,3,3,3,3,0,0,1.777,1.777
0:00:01.777,270.19,-0.19,-1.44,-0.11,0.23,9.73,0.06,0.19,0.12,21.69,0,26.69,270.48,-0.5,-1.22,,3,3,3,3,0,0,1.777,1.777
0:00:01.777,270.19,-0.19,-1.44,-0.13,0.22,9.69,0.19,-0.06,0.06,21,0.25,26.25,270.47,-0.5,-1.22,,3,3,3,3,0,0,1.777,1.777
0:00:01.777,270.19,-0.19,-1.44,-0.03,0.2,9.7,0,-0.25,0.06,21,0.25,26.25,270.47,-0.49,-1.21,,3,3,3,3,0,0,1.777,1.777
0:00:01.886,270.19,-0.19,-1.44,-0.07,0.2,9.69,0.06,0.19,0.12,21.37,0.69,26.69,270.47,-0.49,-1.21,,3,3,3,3,0,0,1.886,1.886
0:00:01.886,270.19,-0.19,-1.44,-0.15,0.21,9.68,0,-0.06,0,21.37,0.69,26.69,270.46,-0.5,-1.21,,3,3,3,3,0,0,1.886,1.886
0:00:01.886,270.19,-0.19,-1.44,-0.04,0.22,9.72,0.25,-0.19,-0.06,21.37,0.25,26.25,270.46,-0.49,-1.21,,3,3,3,3,0,0,1.886,1.886
0:00:01.886,270.19,-0.19,-1.44,-0.03,0.21,9.72,-0.06,0.12,-0.06,21.37,0.25,26.25,270.46,-0.49,-1.2,,3,3,3,3,0,0,1.886,1.886
0:00:02.008,270.19,-0.19,-1.44,-0.08,0.22,9.71,0,0.25,0.25,21.37,0.69,25.06,270.45,-0.49,-1.2,,3,3,3,3,0,0,2.008,2.008
0:00:02.008,270.19,-0.19,-1.44,-0.11,0.21,9.71,0.06,-0.06,-0.06,21.37,0.69,25.06,270.45,-0.49,-1.2,,3,3,3,3,0,0,2.008,2.008
0:00:02.008,270.19,-0.19,-1.44,0,0.22,9.73,0,-0.12,0.06,22.06,0.69,26.25,270.45,-0.48,-1.21,,3,3,3,3,0,0,2.008,2.008
0:00:02.008,270.19,-0.19,-1.44,-0.04,0.24,9.71,0.12,-0.06,0,22.06,0.69,26.25,270.45,-0.48,-1.21,,3,3,3,3,0,0,2.008,2.008
0:00:02.008,270.19,-0.19,-1.44,-0.15,0.2,9.73,0.06,0.12,0.06,21.69,0.25,26.25,270.45,-0.49,-1.2,,3,3,3,3,0,0,2.008,2.008
0:00:02.115,270.19,-0.19,-1.44,-0.06,0.2,9.7,0,-0.31,-0.06,21.69,0.25,26.25,270.44,-0.48,-1.2,,3,3,3,3,0,0,2.115,2.115
0:00:02.115,270.19,-0.19,-1.44,-0.03,0.21,9.71,-0.12,-0.12,-0.06,21.69,-0.37,26.69,270.43,-0.47,-1.18,,3,3,3,3,0,0,2.115,2.115
0:00:02.115,270.19,-0.19,-1.44,-0.09,0.21,9.71,0,0.31,0.06,21.69,-0.37,26.69,270.42,-0.48,-1.17,,3,3,3,3,0,0,2.115,2.115
0:00:02.115,270.19,-0.19,-1.44,-0.05,0.22,9.69,0.06,-0.06,-0.12,22.06,1.06,25.06,270.42,-0.47,-1.18,,3,3,3,3,0,0,2.115,2.115
0:00:02.223,270.19,-0.19,-1.44,0.04,0.21,9.73,0.06,-0.19,-0.06,22.06,1.06,25.06,270.43,-0.46,-1.18,,3,3,3,3,0,0,2.223,2.223
0:00:02.223,270.19,-0.19,-1.44,-0.15,0.24,9.7,0.06,-0.12,0.06,21,0.69,25.06,270.43,-0.47,-1.19,,3,3,3,3,0,0,2.223,2.223
0:00:02.223,270.19,-0.19,-1.44,-0.05,0.16,9.68,-0.06,0,0.19,21,0.69,25.06,270.42,-0.46,-1.18,,3,3,3,3,0,0,2.223,2.223
0:00:02.223,270.19,-0.19,-1.44,-0.1,0.18,9.73,0,-0.19,-0.12,22.06,1.06,26.25,270.43,-0.46,-1.18,,3,3,3,3,0,0,2.223,2.223
0:00:02.331,270.19,-0.19,-1.44,-0.01,0.16,9.72,0,0.12,0.06,22.06,1.06,26.25,270.43,-0.46,-1.18,,3,3,3,3,0,0,2.331,2.331
0:00:02.331,270.19,-0.19,-1.44,-0.14,0.2,9.73,0.06,-0.06,0.19,20.56,0.69,26.25,270.43,-0.46,-1.18,,3,3,3,3,0,0,2.331,2.331
